Area Name,Area Type,Year,Month,Date_Numeric,Seasonally Adjusted(Y/N),Status,Labor Force,Employment,Unemployment,Unemployment Rate,Benchmark
Humboldt County,County,2005,May,05/2005,N,Final,58700,55400,3300,5.7,2021
Palm Springs city,Sub-County Place,2020,June,06/2020,N,Final,24000,20300,3700,15.3,2023
Monterey County,County,1999,June,06/1999,N,Final,191700,178700,13000,6.8,2021
Loma Linda city,Sub-County Place,2022,July,07/2022,N,Final,12700,12400,400,3.0,2023
Truckee town,Sub-County Place,2020,July,07/2020,N,Final,9130,8170,960,10.5,2023
Diablo CDP,Sub-County Place,2015,April,04/2015,N,Final,200,200,0,0.0,2023
Alamo CDP,Sub-County Place,2016,August,08/2016,N,Final,5800,5600,100,2.5,2023
Riverdale CDP,Sub-County Place,2017,August,08/2017,N,Final,1000,900,0,4.1,2023
Empire CDP,Sub-County Place,2011,July,07/2011,N,Final,1500,1200,400,25.8,2023
Napa County,County,1991,September,09/1991,N,Final,55600,52400,3300,5.9,2021
Woodland city,Sub-County Place,2020,August,08/2020,N,Final,29300,27000,2400,8.1,2023
Day Valley CDP,Sub-County Place,2015,August,08/2015,N,Final,1500,1400,100,4.6,2023
Twain Harte CDP,Sub-County Place,2012,July,07/2012,N,Final,1180,1040,140,11.6,2023
Summerland CDP,Sub-County Place,2022,May,05/2022,N,Final,200,200,0,9.7,2023
Citrus CDP,Sub-County Place,2020,January,01/2020,N,Final,5800,5500,300,4.4,2023
Earlimart CDP,Sub-County Place,2011,April,04/2011,N,Final,3900,2800,1100,27.3,2023
Paramount city,Sub-County Place,2019,March,03/2019,N,Final,24800,23600,1200,4.9,2023
Rocklin city,Sub-County Place,2014,July,07/2014,N,Final,29800,27800,2000,6.8,2023
Stallion Springs CDP,Sub-County Place,2018,April,04/2018,N,Final,900,900,0,3.1,2023
Exeter city,Sub-County Place,2017,April,04/2017,N,Final,4300,3500,800,18.3,2023
Richmond city,Sub-County Place,2021,May,05/2021,N,Final,51500,47200,4300,8.3,2023
Colusa city,Sub-County Place,2011,September,09/2011,N,Final,3390,3070,320,9.4,2023
Isleton city,Sub-County Place,2016,July,07/2016,N,Final,200,200,0,9.3,2023
Long Beach city,Sub-County Place,2013,October,10/2013,N,Final,236900,212300,24600,10.4,2023
Yuba City MSA,Metropolitan Area,2023,January,01/2023,N,Final,76200,69800,6400,8.4,2023
Truckee town,Sub-County Place,2015,April,04/2015,N,Final,9250,8700,550,5.9,2023
Buttonwillow CDP,Sub-County Place,2015,February,02/2015,N,Final,400,300,100,13.7,2023
Prattville CDP,Sub-County Place,2024,July,07/2024,N,Final,10,10,0,33.3,2023
Cotati city,Sub-County Place,2020,July,07/2020,N,Final,4100,3700,400,9.5,2023
Valley Acres CDP,Sub-County Place,2011,June,06/2011,N,Final,300,200,100,41.7,2023
Fullerton city,Sub-County Place,2014,March,03/2014,N,Final,69400,64600,4800,6.9,2023
Weedpatch CDP,Sub-County Place,2013,November,11/2013,N,Final,1100,800,300,28.6,2023
Yorba Linda city,Sub-County Place,2015,January,01/2015,N,Final,34200,32700,1500,4.4,2023
Arden Arcade CDP,Sub-County Place,2014,June,06/2014,N,Final,41100,37600,3500,8.5,2023
Butte County,County,1992,May,05/1992,N,Final,82500,72800,9600,11.7,2021
La Quinta city,Sub-County Place,2017,February,02/2017,N,Final,18500,17600,900,4.8,2023
Alhambra city,Sub-County Place,2013,July,07/2013,N,Final,44200,41200,3100,6.9,2023
Hanford-Corcoran MSA,Metropolitan Area,2010,January,01/2010,N,Final,59200,48400,10700,18.1,2023
Twain Harte CDP,Sub-County Place,2014,July,07/2014,N,Final,1130,1040,90,7.8,2023
Calaveras County,County,2018,April,04/2018,N,Final,21000,20160,840,4.0,2023
Wrightwood CDP,Sub-County Place,2022,November,11/2022,N,Final,2000,2000,100,2.5,2023
Clayton city,Sub-County Place,2022,July,07/2022,N,Final,4900,4800,100,2.6,2023
Bystrom CDP,Sub-County Place,2011,April,04/2011,N,Final,1500,1000,400,29.9,2023
Friant CDP,Sub-County Place,2024,June,06/2024,N,Final,200,200,0,5.7,2023
Middletown CDP,Sub-County Place,2024,March,03/2024,N,Final,830,770,60,7.5,2023
East Richmond Heights CDP,Sub-County Place,2019,May,05/2019,N,Final,1900,1800,0,1.9,2023
Modesto city,Sub-County Place,2018,March,03/2018,N,Final,94200,88400,5800,6.2,2023
Lassen County,County,2000,May,05/2000,N,Final,11290,10580,720,6.4,2021
Sonora city,Sub-County Place,2019,March,03/2019,N,Final,1960,1840,120,5.9,2023
Lompoc city,Sub-County Place,2023,October,10/2023,N,Final,17400,16500,900,5.2,2023
Solano County,County,2020,May,05/2020,N,Final,197700,168200,29500,14.9,2023
Shoshone CDP,Sub-County Place,2023,February,02/2023,N,Final,10,10,0,0.0,2023
Big Bear Lake city,Sub-County Place,2017,April,04/2017,N,Final,2200,2200,100,3.0,2023
San Pablo city,Sub-County Place,2023,June,06/2023,N,Final,13400,12800,600,4.7,2023
Rio Linda CDP,Sub-County Place,2015,December,12/2015,N,Final,6800,6600,200,3.2,2023
El Centro city,Sub-County Place,2018,February,02/2018,N,Final,18400,16100,2300,12.6,2023
Montclair city,Sub-County Place,2015,November,11/2015,N,Final,18600,17700,900,4.9,2023
Kings County,County,2003,June,06/2003,N,Final,53900,47200,6700,12.4,2021
Rio Dell city,Sub-County Place,2012,December,12/2012,N,Final,1500,1400,100,9.8,2023
Loma Rica CDP,Sub-County Place,2022,June,06/2022,N,Final,900,900,100,7.0,2023
Salinas MSA,Metropolitan Area,2007,August,08/2007,N,Final,211800,200900,10800,5.1,2021
Signal Hill city,Sub-County Place,2015,May,05/2015,N,Final,6100,5800,300,4.2,2023
Ripon city,Sub-County Place,2022,September,09/2022,N,Final,8100,7900,100,1.6,2023
Buellton city,Sub-County Place,2018,July,07/2018,N,Final,2900,2900,100,1.7,2023
Elk Grove CDP,Sub-County Place,2012,April,04/2012,N,Final,75500,69300,6200,8.2,2023
Mineral CDP,Sub-County Place,2010,December,12/2010,N,Final,70,40,30,45.8,2023
Carpinteria city,Sub-County Place,2012,April,04/2012,N,Final,6700,6200,500,8.1,2023
El Cerrito city,Sub-County Place,2015,August,08/2015,N,Final,13100,12500,600,4.8,2023
Sonoma County,County,1997,April,04/1997,N,Final,234900,225800,9100,3.9,2021
Chualar CDP,Sub-County Place,2016,March,03/2016,N,Final,600,600,0,0.0,2023
Visalia-Porterville MSA,Metropolitan Area,2011,March,03/2011,N,Final,199200,160300,38900,19.5,2023
Cypress city,Sub-County Place,2013,October,10/2013,N,Final,24100,23000,1100,4.5,2023
Mammoth Lakes town,Sub-County Place,2010,January,01/2010,N,Final,5170,5170,0,0.0,2023
Nipomo CDP,Sub-County Place,2020,February,02/2020,N,Final,8600,8300,200,2.8,2023
Nice CDP,Sub-County Place,2013,September,09/2013,N,Final,940,860,80,8.3,2023
San Leandro city,Sub-County Place,2013,July,07/2013,N,Final,46300,42400,3900,8.3,2023
Arroyo Grande city,Sub-County Place,2013,January,01/2013,N,Final,8800,8500,300,3.6,2023
Selma city,Sub-County Place,2020,October,10/2020,N,Final,10400,9400,1000,10.0,2023
Florence Graham CDP,Sub-County Place,2023,February,02/2023,N,Final,28100,26100,2000,7.1,2023
Rancho Mirage city,Sub-County Place,2010,April,04/2010,N,Final,5900,4800,1100,18.7,2023
Tulare County,County,2016,May,05/2016,N,Final,206400,186400,20000,9.7,2023
Signal Hill city,Sub-County Place,2010,September,09/2010,N,Final,5900,5400,500,7.9,2023
Los Altos city,Sub-County Place,2015,January,01/2015,N,Final,14100,13700,400,3.1,2023
Hesperia city,Sub-County Place,2021,May,05/2021,N,Final,37300,33600,3700,9.8,2023
Mariposa CDP,Sub-County Place,2014,November,11/2014,N,Final,500,480,20,4.8,2023
Mira Monte CDP,Sub-County Place,2013,May,05/2013,N,Final,3400,3000,400,11.4,2023
Val Verde CDP,Sub-County Place,2022,April,04/2022,N,Final,1600,1500,100,4.8,2023
Santa Rosa city,Sub-County Place,2020,August,08/2020,N,Final,85900,78400,7500,8.8,2023
Truckee town,Sub-County Place,2021,June,06/2021,N,Final,9280,8670,600,6.5,2023
Campbell city,Sub-County Place,2018,August,08/2018,N,Final,26500,25900,700,2.5,2023
Victorville city,Sub-County Place,2023,January,01/2023,N,Final,49000,45900,3100,6.4,2023
Vandenberg Village CDP,Sub-County Place,2014,December,12/2014,N,Final,3400,3200,200,4.8,2023
Brea city,Sub-County Place,2022,October,10/2022,N,Final,23300,22600,700,2.9,2023
Kern County,County,1991,September,09/1991,N,Final,269700,240400,29200,10.8,2021
Homeland CDP,Sub-County Place,2018,September,09/2018,N,Final,2700,2600,200,5.6,2023
San Bruno city,Sub-County Place,2022,December,12/2022,N,Final,27600,27000,600,2.3,2023
Orange city,Sub-County Place,2017,April,04/2017,N,Final,71500,69200,2300,3.2,2023
Contra Costa County,County,1990,August,08/1990,N,Final,438100,419100,19000,4.3,2023
San Francisco-Redwood City-South San Francisco MD,Metropolitan Area,2022,July,07/2022,N,Final,1025200,1000200,24900,2.4,2023
Tuolumne County,County,1996,January,01/1996,N,Final,18840,16060,2770,14.7,2021
Bishop city,Sub-County Place,2015,August,08/2015,N,Final,2150,2060,90,4.2,2023
Tecopa CDP,Sub-County Place,2010,August,08/2010,N,Final,50,50,0,0.0,2023
Garden Acres CDP,Sub-County Place,2020,October,10/2020,N,Final,4600,3900,700,15.6,2023
Tuolumne County,County,2017,May,05/2017,N,Final,21150,20090,1060,5.0,2023
Randsburg CDP,Sub-County Place,2020,December,12/2020,N,Final,0,0,0,0.0,2023
San Luis Obispo County,County,1995,July,07/1995,N,Final,99400,92700,6700,6.8,2021
Merced MSA,Metropolitan Area,2020,March,03/2020,N,Final,121400,104100,17300,14.2,2023
Rocklin city,Sub-County Place,2011,November,11/2011,N,Final,29700,26600,3100,10.3,2023
Shandon CDP,Sub-County Place,2019,June,06/2019,N,Final,600,600,0,4.0,2023
Dos Palos city,Sub-County Place,2011,November,11/2011,N,Final,2500,2100,400,16.6,2023
California,State,2011,May,05/2011,N,Final,18324300,16220300,2104000,11.5,2023
Valley Acres CDP,Sub-County Place,2017,December,12/2017,N,Final,300,200,100,27.2,2023
Farmersville city,Sub-County Place,2012,March,03/2012,N,Final,4700,3800,1000,20.6,2023
Atwater city,Sub-County Place,2018,July,07/2018,N,Final,11800,10800,1100,8.9,2023
Hydesville CDP,Sub-County Place,2024,January,01/2024,N,Final,400,400,0,0.0,2023
La Verne city,Sub-County Place,2014,July,07/2014,N,Final,15500,14400,1100,6.9,2023
Agoura Hills city,Sub-County Place,2016,December,12/2016,N,Final,11500,11000,500,4.3,2023
Piedmont city,Sub-County Place,2019,November,11/2019,N,Final,5200,5100,200,2.9,2023
Pico Rivera city,Sub-County Place,2012,February,02/2012,N,Final,29600,26400,3200,10.8,2023
South Oroville CDP,Sub-County Place,2013,August,08/2013,N,Final,1300,1200,100,4.3,2023
Iron Horse CDP,Sub-County Place,2021,January,01/2021,N,Final,50,50,0,0.0,2023
Castro Valley CDP,Sub-County Place,2017,February,02/2017,N,Final,32400,31600,800,2.5,2023
Morro Bay city,Sub-County Place,2017,August,08/2017,N,Final,5200,4800,400,7.7,2023
Dorrington CDP,Sub-County Place,2015,January,01/2015,N,Final,190,180,10,3.7,2023
Livingston city,Sub-County Place,2011,April,04/2011,N,Final,6300,5200,1100,17.3,2023
San Luis Obispo-Paso Robles-Arroyo Grande MSA,Metropolitan Area,1996,February,02/1996,N,Final,99700,93200,6500,6.5,2021
Hamilton Branch CDP,Sub-County Place,2020,November,11/2020,N,Final,120,110,10,6.8,2023
Sutter County,County,1992,November,11/1992,N,Final,33400,26500,6900,20.6,2023
San Joaquin city,Sub-County Place,2010,September,09/2010,N,Final,1400,1000,400,27.3,2023
Delleker CDP,Sub-County Place,2015,October,10/2015,N,Final,220,160,50,24.1,2023
Mendota city,Sub-County Place,2014,December,12/2014,N,Final,4900,4200,700,14.8,2023
Mariposa County,County,2018,April,04/2018,N,Final,7540,7130,410,5.5,2023
Oakland-Hayward-Berkeley MD,Metropolitan Area,2006,April,04/2006,N,Final,1235400,1182400,53000,4.3,2021
San Lorenzo CDP,Sub-County Place,2010,March,03/2010,N,Final,14000,12100,1900,13.3,2023
Mission Canyon CDP,Sub-County Place,2022,August,08/2022,N,Final,1300,1300,0,0.6,2023
Deer Park CDP,Sub-County Place,2011,December,12/2011,N,Final,300,300,0,8.1,2023
Solvang city,Sub-County Place,2022,December,12/2022,N,Final,2900,2800,100,2.9,2023
Wrightwood CDP,Sub-County Place,2016,January,01/2016,N,Final,1800,1800,100,3.6,2023
Bradley CDP,Sub-County Place,2020,December,12/2020,N,Final,0,0,0,0.0,2023
El Verano CDP,Sub-County Place,2018,June,06/2018,N,Final,1600,1500,100,6.5,2023
Bethel Island CDP,Sub-County Place,2015,February,02/2015,N,Final,900,700,100,14.5,2023
Millbrae city,Sub-County Place,2023,June,06/2023,N,Final,13100,12700,400,3.2,2023
Vine Hill CDP,Sub-County Place,2010,November,11/2010,N,Final,1600,1400,200,14.1,2023
Madera Acres CDP,Sub-County Place,2018,December,12/2018,N,Final,4300,4100,200,4.7,2023
Encinitas city,Sub-County Place,2010,January,01/2010,N,Final,31600,28700,3000,9.4,2023
Squirrel Mountain Valley CDP,Sub-County Place,2017,July,07/2017,N,Final,300,200,100,21.2,2023
Napa County,County,2002,May,05/2002,N,Final,72000,69200,2800,3.8,2021
Laguna Hills city,Sub-County Place,2010,April,04/2010,N,Final,16600,15100,1500,9.0,2023
Lomita city,Sub-County Place,2023,September,09/2023,N,Final,11000,10700,200,2.2,2023
Three Rivers CDP,Sub-County Place,2020,April,04/2020,N,Final,1200,1100,100,10.3,2023
San Luis Obispo County,County,1994,January,01/1994,N,Final,96600,88000,8600,8.9,2021
Orange city,Sub-County Place,2015,February,02/2015,N,Final,71600,68400,3200,4.5,2023
Johannesburg CDP,Sub-County Place,2016,August,08/2016,N,Final,0,0,0,0.0,2023
Placer County,County,2022,April,04/2022,N,Final,190100,184800,5400,2.8,2023
Dorrington CDP,Sub-County Place,2012,August,08/2012,N,Final,190,170,10,6.5,2023
Canyon Lake city,Sub-County Place,2019,November,11/2019,N,Final,5600,5400,100,2.3,2023
Rossmoor CDP,Sub-County Place,2021,May,05/2021,N,Final,5000,4700,300,5.5,2023
Tracy city,Sub-County Place,2022,April,04/2022,N,Final,46200,44700,1500,3.3,2023
Mission Hills CDP,Sub-County Place,2010,March,03/2010,N,Final,1900,1700,200,11.0,2023
McFarland city,Sub-County Place,2020,November,11/2020,N,Final,5400,4900,500,9.3,2023
Palm Springs city,Sub-County Place,2023,October,10/2023,N,Final,24300,23100,1200,4.9,2023
Sonoma city,Sub-County Place,2023,April,04/2023,N,Final,5100,4900,100,2.7,2023
Cantua Creek CDP,Sub-County Place,2013,October,10/2013,N,Final,100,100,0,0.0,2023
Orange County,County,2017,November,11/2017,N,Final,1613900,1563700,50300,3.1,2023
Wilkerson CDP,Sub-County Place,2020,June,06/2020,N,Final,270,240,30,10.3,2023
South San Jose Hills CDP,Sub-County Place,2023,February,02/2023,N,Final,9800,9200,600,5.9,2023
Meadow Vista CDP,Sub-County Place,2013,March,03/2013,N,Final,1400,1300,100,9.9,2023
Sonoma County,County,2004,August,08/2004,N,Final,257200,245000,12300,4.8,2021
Loma Linda city,Sub-County Place,2010,October,10/2010,N,Final,10700,9300,1400,13.5,2023
Kings County,County,2005,March,03/2005,N,Final,53000,46900,6100,11.6,2021
Oakhurst CDP,Sub-County Place,2024,June,06/2024,N,Final,2700,2600,100,5.4,2023
San Andreas CDP,Sub-County Place,2017,May,05/2017,N,Final,850,850,0,0.0,2023
Winchester CDP,Sub-County Place,2014,December,12/2014,N,Final,1200,1100,100,5.4,2023
Oak Park CDP,Sub-County Place,2021,May,05/2021,N,Final,6300,6000,300,4.7,2023
Vista city,Sub-County Place,2019,October,10/2019,N,Final,45300,43700,1500,3.4,2023
Carlsbad city,Sub-County Place,2023,November,11/2023,N,Final,56100,53700,2300,4.2,2023
Woodville CDP,Sub-County Place,2015,August,08/2015,N,Final,800,600,200,20.1,2023
Mariposa CDP,Sub-County Place,2021,August,08/2021,N,Final,500,480,20,3.6,2023
Madera MSA,Metropolitan Area,2004,May,05/2004,N,Final,60300,54800,5400,9.0,2021
Antioch city,Sub-County Place,2023,May,05/2023,N,Final,49600,47300,2300,4.6,2023
Murrieta city,Sub-County Place,2024,March,03/2024,N,Final,59100,56500,2600,4.3,2023
Alameda County,County,1996,December,12/1996,N,Final,688300,659900,28500,4.1,2023
Clayton city,Sub-County Place,2011,February,02/2011,N,Final,4600,4200,400,8.4,2023
Rio Dell city,Sub-County Place,2011,July,07/2011,N,Final,1500,1400,200,12.1,2023
Santa Clara County,County,2016,January,01/2016,N,Final,1020200,980700,39500,3.9,2023
Diamond Bar city,Sub-County Place,2016,December,12/2016,N,Final,30100,28900,1200,4.0,2023
San Diego-Carlsbad MSA,Metropolitan Area,2003,May,05/2003,N,Final,1442500,1370300,72100,5.0,2021
Oroville East CDP,Sub-County Place,2013,January,01/2013,N,Final,3200,2700,400,14.0,2023
Toro Canyon CDP,Sub-County Place,2012,January,01/2012,N,Final,700,600,100,13.9,2023
Hawthorne city,Sub-County Place,2014,January,01/2014,N,Final,43100,39600,3500,8.0,2023
Shasta Lake city,Sub-County Place,2014,January,01/2014,N,Final,4100,3500,600,13.8,2023
Oildale CDP,Sub-County Place,2011,January,01/2011,N,Final,14300,10700,3600,25.5,2023
Merced MSA,Metropolitan Area,2001,May,05/2001,N,Final,90100,81900,8200,9.1,2021
Los Angeles-Long Beach-Glendale MD,Metropolitan Area,2019,June,06/2019,Y,Final,5126800,4903500,223300,4.4,2023
Oceanside city,Sub-County Place,2021,November,11/2021,N,Final,80800,77000,3800,4.7,2023
Freedom CDP,Sub-County Place,2012,April,04/2012,N,Final,1900,1500,400,23.3,2023
Channel Islands Beach CDP,Sub-County Place,2024,June,06/2024,N,Final,1400,1400,0,2.4,2023
Cartago CDP,Sub-County Place,2022,May,05/2022,N,Final,30,30,0,0.0,2023
Lincoln city,Sub-County Place,2018,June,06/2018,N,Final,19000,18300,700,3.6,2023
Taylorsville CDP,Sub-County Place,2011,January,01/2011,N,Final,0,0,0,0.0,2023
Ridgecrest city,Sub-County Place,2019,November,11/2019,N,Final,13900,13400,400,3.1,2023
Merced County,County,1995,February,02/1995,N,Final,82900,66800,16100,19.4,2021
Traver CDP,Sub-County Place,2022,February,02/2022,N,Final,200,200,0,9.1,2023
Bonadelle Ranchos Madera Ranchos CDP,Sub-County Place,2016,June,06/2016,N,Final,2300,2300,100,3.6,2023
Contra Costa County,County,2003,March,03/2003,N,Final,513700,481400,32300,6.3,2023
McKittrick CDP,Sub-County Place,2024,January,01/2024,N,Final,0,0,0,4.1,2023
San Francisco County,County,2016,January,01/2016,N,Final,549500,530600,18900,3.4,2023
Modesto MSA,Metropolitan Area,2006,January,01/2006,N,Final,221500,202100,19400,8.8,2021
San Carlos city,Sub-County Place,2012,April,04/2012,N,Final,15900,14800,1000,6.3,2023
Temple City city,Sub-County Place,2016,March,03/2016,N,Final,18000,17200,800,4.5,2023
Weldon CDP,Sub-County Place,2015,March,03/2015,N,Final,800,700,100,11.3,2023
Sacramento County,County,2006,January,01/2006,N,Final,667700,634800,32800,4.9,2023
Keene CDP,Sub-County Place,2011,February,02/2011,N,Final,100,100,0,0.0,2023
Taylorsville CDP,Sub-County Place,2013,May,05/2013,N,Final,0,0,0,0.0,2023
Santa Rosa city,Sub-County Place,2021,November,11/2021,N,Final,85700,81900,3700,4.4,2023
Baldwin Park city,Sub-County Place,2016,June,06/2016,N,Final,34100,32100,1900,5.7,2023
Kings County,County,1994,May,05/1994,N,Final,41300,35900,5400,13.1,2021
Hermosa Beach city,Sub-County Place,2023,March,03/2023,N,Final,11600,11300,300,2.9,2023
Fillmore city,Sub-County Place,2019,July,07/2019,N,Final,8000,7800,200,3.0,2023
Larkspur city,Sub-County Place,2013,June,06/2013,N,Final,7100,6900,200,2.6,2023
Madera MSA,Metropolitan Area,2008,September,09/2008,N,Final,69300,63700,5500,8.0,2021
Ontario city,Sub-County Place,2021,July,07/2021,N,Final,91100,84500,6600,7.2,2023
Cotati city,Sub-County Place,2013,February,02/2013,N,Final,4100,3800,300,7.6,2023
Hamilton Branch CDP,Sub-County Place,2020,April,04/2020,N,Final,120,100,20,15.4,2023
Boronda CDP,Sub-County Place,2021,July,07/2021,N,Final,1200,1000,200,16.3,2023
East Foothills CDP,Sub-County Place,2016,January,01/2016,N,Final,4000,3900,100,3.3,2023
Tobin CDP,Sub-County Place,2023,February,02/2023,N,Final,0,0,0,0.0,2023
Selma city,Sub-County Place,2010,March,03/2010,N,Final,10500,8400,2000,19.4,2023
Madera County,County,2004,June,06/2004,N,Final,61400,55700,5700,9.2,2021
Madera County,County,2010,March,03/2010,N,Final,60800,49200,11600,19.1,2023
North Highlands CDP,Sub-County Place,2011,May,05/2011,N,Final,19300,17300,2000,10.4,2023
Lucerne CDP,Sub-County Place,2012,December,12/2012,N,Final,1300,1140,160,12.6,2023
Lancaster city,Sub-County Place,2012,December,12/2012,N,Final,63100,56000,7200,11.3,2023
